id,label,type,canonical_id,domain,description
SAJU_STAR_백호,SAJU_STAR_백호,saju_concept,,saju,SAJU_STAR_백호 conceptual alias node.
SAJU_STAR_월덕,SAJU_STAR_월덕,saju_concept,,saju,SAJU_STAR_월덕 conceptual alias node.
SAJU_STAR_지망,SAJU_STAR_지망,saju_concept,,saju,SAJU_STAR_지망 conceptual alias node.
SAJU_STAR_천덕,SAJU_STAR_천덕,saju_concept,,saju,SAJU_STAR_천덕 conceptual alias node.
SAJU_STAR_천라,SAJU_STAR_천라,saju_concept,,saju,SAJU_STAR_천라 conceptual alias node.
SAJU_STAR_천희,SAJU_STAR_천희,saju_concept,,saju,SAJU_STAR_천희 conceptual alias node.
SAJU_STAR_홍염,SAJU_STAR_홍염,saju_concept,,saju,SAJU_STAR_홍염 conceptual alias node.
SAJU_STEM_丁,SAJU_STEM_丁,saju_concept,,saju,SAJU_STEM_丁 conceptual alias node.
SAJU_STEM_丙,SAJU_STEM_丙,saju_concept,,saju,SAJU_STEM_丙 conceptual alias node.
SAJU_STEM_乙,SAJU_STEM_乙,saju_concept,,saju,SAJU_STEM_乙 conceptual alias node.
SAJU_STEM_壬,SAJU_STEM_壬,saju_concept,,saju,SAJU_STEM_壬 conceptual alias node.
SAJU_STEM_己,SAJU_STEM_己,saju_concept,,saju,SAJU_STEM_己 conceptual alias node.
SAJU_STEM_庚,SAJU_STEM_庚,saju_concept,,saju,SAJU_STEM_庚 conceptual alias node.
SAJU_STEM_戊,SAJU_STEM_戊,saju_concept,,saju,SAJU_STEM_戊 conceptual alias node.
SAJU_STEM_甲,SAJU_STEM_甲,saju_concept,,saju,SAJU_STEM_甲 conceptual alias node.
SAJU_STEM_癸,SAJU_STEM_癸,saju_concept,,saju,SAJU_STEM_癸 conceptual alias node.
SAJU_STEM_辛,SAJU_STEM_辛,saju_concept,,saju,SAJU_STEM_辛 conceptual alias node.
SAJU_TIMING_대운,SAJU_TIMING_대운,saju_concept,,saju,SAJU_TIMING_대운 conceptual alias node.
SAJU_TIMING_세운,SAJU_TIMING_세운,saju_concept,,saju,SAJU_TIMING_세운 conceptual alias node.
SAJU_TRANSFORMATION_충다,SAJU_TRANSFORMATION_충다,saju_concept,,saju,SAJU_TRANSFORMATION_충다 conceptual alias node.
SAJU_TRAVEL_역마,SAJU_TRAVEL_역마,saju_concept,,saju,SAJU_TRAVEL_역마 conceptual alias node.
SAJU_TS_건록,SAJU_TS_건록,saju_concept,,saju,SAJU_TS_건록 conceptual alias node.
SAJU_TS_관대,SAJU_TS_관대,saju_concept,,saju,SAJU_TS_관대 conceptual alias node.
SAJU_TS_목욕,SAJU_TS_목욕,saju_concept,,saju,SAJU_TS_목욕 conceptual alias node.
SAJU_TS_묘,SAJU_TS_묘,saju_concept,,saju,SAJU_TS_묘 conceptual alias node.
SAJU_TS_병,SAJU_TS_병,saju_concept,,saju,SAJU_TS_병 conceptual alias node.
SAJU_TS_사,SAJU_TS_사,saju_concept,,saju,SAJU_TS_사 conceptual alias node.
SAJU_TS_쇠,SAJU_TS_쇠,saju_concept,,saju,SAJU_TS_쇠 conceptual alias node.
SAJU_TS_양,SAJU_TS_양,saju_concept,,saju,SAJU_TS_양 conceptual alias node.
SAJU_TS_장생,SAJU_TS_장생,saju_concept,,saju,SAJU_TS_장생 conceptual alias node.
SAJU_TS_절,SAJU_TS_절,saju_concept,,saju,SAJU_TS_절 conceptual alias node.
SAJU_TS_제왕,SAJU_TS_제왕,saju_concept,,saju,SAJU_TS_제왕 conceptual alias node.
SAJU_TS_태,SAJU_TS_태,saju_concept,,saju,SAJU_TS_태 conceptual alias node.
SAJU_WEALTH_재성다,SAJU_WEALTH_재성다,saju_concept,,saju,SAJU_WEALTH_재성다 conceptual alias node.
SAJU_WEALTH_재성방향,SAJU_WEALTH_재성방향,saju_concept,,saju,SAJU_WEALTH_재성방향 conceptual alias node.
SAJU_WISDOM_정인투출,SAJU_WISDOM_정인투출,saju_concept,,saju,SAJU_WISDOM_정인투출 conceptual alias node.
SAJU_WOUND_상관견관,SAJU_WOUND_상관견관,saju_concept,,saju,SAJU_WOUND_상관견관 conceptual alias node.
SA_Jupiter,SA_Jupiter,cross_concept,,cross,SA_Jupiter conceptual alias node.
SA_Mars,SA_Mars,cross_concept,,cross,SA_Mars conceptual alias node.
SA_Mercury,SA_Mercury,cross_concept,,cross,SA_Mercury conceptual alias node.
SA_Moon,SA_Moon,cross_concept,,cross,SA_Moon conceptual alias node.
SA_Neptune,SA_Neptune,cross_concept,,cross,SA_Neptune conceptual alias node.
SA_Pluto,SA_Pluto,cross_concept,,cross,SA_Pluto conceptual alias node.
SA_Saturn,SA_Saturn,cross_concept,,cross,SA_Saturn conceptual alias node.
SA_Sun,SA_Sun,cross_concept,,cross,SA_Sun conceptual alias node.
SA_Uranus,SA_Uranus,cross_concept,,cross,SA_Uranus conceptual alias node.
SA_Venus,SA_Venus,cross_concept,,cross,SA_Venus conceptual alias node.
SIGN_aquarius,SIGN_aquarius,astro_alias,Aquarius,astro,SIGN_aquarius alias of Aquarius.
SIGN_aries,SIGN_aries,astro_alias,Aries,astro,SIGN_aries alias of Aries.
SIGN_cancer,SIGN_cancer,astro_alias,Cancer,astro,SIGN_cancer alias of Cancer.
SIGN_capricorn,SIGN_capricorn,astro_alias,Capricorn,astro,SIGN_capricorn alias of Capricorn.
SIGN_gemini,SIGN_gemini,astro_alias,Gemini,astro,SIGN_gemini alias of Gemini.
SIGN_leo,SIGN_leo,astro_alias,Leo,astro,SIGN_leo alias of Leo.
SIGN_libra,SIGN_libra,astro_alias,Libra,astro,SIGN_libra alias of Libra.
SIGN_pisces,SIGN_pisces,astro_alias,Pisces,astro,SIGN_pisces alias of Pisces.
SIGN_sagittarius,SIGN_sagittarius,astro_alias,Sagittarius,astro,SIGN_sagittarius alias of Sagittarius.
SIGN_scorpio,SIGN_scorpio,astro_alias,Scorpio,astro,SIGN_scorpio alias of Scorpio.
SIGN_taurus,SIGN_taurus,astro_alias,Taurus,astro,SIGN_taurus alias of Taurus.
SIGN_virgo,SIGN_virgo,astro_alias,Virgo,astro,SIGN_virgo alias of Virgo.
SIPSIN_관성,SIPSIN_관성,cross_concept,,cross,SIPSIN_관성 conceptual alias node.
SIPSIN_비겁,SIPSIN_비겁,cross_concept,,cross,SIPSIN_비겁 conceptual alias node.
SIPSIN_식상,SIPSIN_식상,cross_concept,,cross,SIPSIN_식상 conceptual alias node.
SIPSIN_인성,SIPSIN_인성,cross_concept,,cross,SIPSIN_인성 conceptual alias node.
SIPSIN_재성,SIPSIN_재성,cross_concept,,cross,SIPSIN_재성 conceptual alias node.
SP_Moon,SP_Moon,cross_concept,,cross,SP_Moon conceptual alias node.
SP_Sun,SP_Sun,cross_concept,,cross,SP_Sun conceptual alias node.
SR_ASC,SR_ASC,cross_concept,,cross,SR_ASC conceptual alias node.
SR_Jupiter,SR_Jupiter,cross_concept,,cross,SR_Jupiter conceptual alias node.
SR_Mars,SR_Mars,cross_concept,,cross,SR_Mars conceptual alias node.
SR_Mercury,SR_Mercury,cross_concept,,cross,SR_Mercury conceptual alias node.
SR_Moon,SR_Moon,cross_concept,,cross,SR_Moon conceptual alias node.
SR_Neptune,SR_Neptune,cross_concept,,cross,SR_Neptune conceptual alias node.
SR_Pluto,SR_Pluto,cross_concept,,cross,SR_Pluto conceptual alias node.
SR_Saturn,SR_Saturn,cross_concept,,cross,SR_Saturn conceptual alias node.
SR_Sun,SR_Sun,cross_concept,,cross,SR_Sun conceptual alias node.
SR_Uranus,SR_Uranus,cross_concept,,cross,SR_Uranus conceptual alias node.
SR_Venus,SR_Venus,cross_concept,,cross,SR_Venus conceptual alias node.
SS_비겁,SS_비겁,cross_concept,,cross,SS_비겁 conceptual alias node.
SS_상문살,SS_상문살,cross_concept,,cross,SS_상문살 conceptual alias node.
SS_식상,SS_식상,cross_concept,,cross,SS_식상 conceptual alias node.
SS_인성,SS_인성,cross_concept,,cross,SS_인성 conceptual alias node.
SS_재관,SS_재관,cross_concept,,cross,SS_재관 conceptual alias node.
SS_조객살,SS_조객살,cross_concept,,cross,SS_조객살 conceptual alias node.
SS_지재성,SS_지재성,cross_concept,,cross,SS_지재성 conceptual alias node.
SS_천재성,SS_천재성,cross_concept,,cross,SS_천재성 conceptual alias node.
SS_칠살,SS_칠살,cross_concept,,cross,SS_칠살 conceptual alias node.
Solar_Eclipse,Solar_Eclipse,cross_concept,,cross,Solar_Eclipse conceptual alias node.
TAROT_HangedMan,TAROT_HangedMan,cross_concept,,cross,TAROT_HangedMan conceptual alias node.
TAROT_HighPriestess,TAROT_HighPriestess,cross_concept,,cross,TAROT_HighPriestess conceptual alias node.
TAROT_SUIT_Cups,TAROT_SUIT_Cups,cross_concept,,cross,TAROT_SUIT_Cups conceptual alias node.
TAROT_SUIT_Pentacles,TAROT_SUIT_Pentacles,cross_concept,,cross,TAROT_SUIT_Pentacles conceptual alias node.
TAROT_SUIT_Swords,TAROT_SUIT_Swords,cross_concept,,cross,TAROT_SUIT_Swords conceptual alias node.
TAROT_SUIT_Wands,TAROT_SUIT_Wands,cross_concept,,cross,TAROT_SUIT_Wands conceptual alias node.
TAROT_WheelOfFortune,TAROT_WheelOfFortune,cross_concept,,cross,TAROT_WheelOfFortune conceptual alias node.
TG_겁재,TG_겁재,cross_concept,,cross,TG_겁재 conceptual alias node.
TG_비견,TG_비견,cross_concept,,cross,TG_비견 conceptual alias node.
TG_상관,TG_상관,cross_concept,,cross,TG_상관 conceptual alias node.
TG_식신,TG_식신,cross_concept,,cross,TG_식신 conceptual alias node.
TG_정관,TG_정관,cross_concept,,cross,TG_정관 conceptual alias node.
TG_정인,TG_정인,cross_concept,,cross,TG_정인 conceptual alias node.
TG_정재,TG_정재,cross_concept,,cross,TG_정재 conceptual alias node.
TG_편관,TG_편관,cross_concept,,cross,TG_편관 conceptual alias node.
TG_편인,TG_편인,cross_concept,,cross,TG_편인 conceptual alias node.
TG_편재,TG_편재,cross_concept,,cross,TG_편재 conceptual alias node.
TR_Jupiter,TR_Jupiter,cross_concept,,cross,TR_Jupiter conceptual alias node.
TR_Mars,TR_Mars,cross_concept,,cross,TR_Mars conceptual alias node.
TR_Mercury,TR_Mercury,cross_concept,,cross,TR_Mercury conceptual alias node.
TR_Moon,TR_Moon,cross_concept,,cross,TR_Moon conceptual alias node.
TR_Neptune,TR_Neptune,cross_concept,,cross,TR_Neptune conceptual alias node.
TR_Pluto,TR_Pluto,cross_concept,,cross,TR_Pluto conceptual alias node.
TR_Saturn,TR_Saturn,cross_concept,,cross,TR_Saturn conceptual alias node.
TR_Sun,TR_Sun,cross_concept,,cross,TR_Sun conceptual alias node.
TR_Uranus,TR_Uranus,cross_concept,,cross,TR_Uranus conceptual alias node.
TR_Venus,TR_Venus,cross_concept,,cross,TR_Venus conceptual alias node.
TS_건록,TS_건록,cross_concept,,cross,TS_건록 conceptual alias node.
TS_제왕,TS_제왕,cross_concept,,cross,TS_제왕 conceptual alias node.
active_imagination,active_imagination,cross_concept,,cross,active_imagination conceptual alias node.
archetype,archetype,cross_concept,,cross,archetype conceptual alias node.
collective_unconscious,collective_unconscious,cross_concept,,cross,collective_unconscious conceptual alias node.
decan_aquarius_3,decan_aquarius_3,astro_concept,,astro,decan_aquarius_3 conceptual alias node.
decan_aries_1,decan_aries_1,astro_concept,,astro,decan_aries_1 conceptual alias node.
decan_aries_3,decan_aries_3,astro_concept,,astro,decan_aries_3 conceptual alias node.
decan_cancer_2,decan_cancer_2,astro_concept,,astro,decan_cancer_2 conceptual alias node.
decan_capricorn_1,decan_capricorn_1,astro_concept,,astro,decan_capricorn_1 conceptual alias node.
decan_gemini_1,decan_gemini_1,astro_concept,,astro,decan_gemini_1 conceptual alias node.
decan_leo_2,decan_leo_2,astro_concept,,astro,decan_leo_2 conceptual alias node.
decan_pisces_1,decan_pisces_1,astro_concept,,astro,decan_pisces_1 conceptual alias node.
decan_scorpio_1,decan_scorpio_1,astro_concept,,astro,decan_scorpio_1 conceptual alias node.
decan_taurus_2,decan_taurus_2,astro_concept,,astro,decan_taurus_2 conceptual alias node.
decan_taurus_3,decan_taurus_3,astro_concept,,astro,decan_taurus_3 conceptual alias node.
decan_virgo_3,decan_virgo_3,astro_concept,,astro,decan_virgo_3 conceptual alias node.
dream_analysis,dream_analysis,dream_concept,,dream,dream_analysis conceptual alias node.
dream_element_mirror,dream_element_mirror,dream_concept,,dream,dream_element_mirror conceptual alias node.
dream_element_number_11,dream_element_number_11,dream_concept,,dream,dream_element_number_11 conceptual alias node.
dream_element_number_3,dream_element_number_3,dream_concept,,dream,dream_element_number_3 conceptual alias node.
dream_element_number_4,dream_element_number_4,dream_concept,,dream,dream_element_number_4 conceptual alias node.
dream_element_number_7,dream_element_number_7,dream_concept,,dream,dream_element_number_7 conceptual alias node.
dream_element_number_9,dream_element_number_9,dream_concept,,dream,dream_element_number_9 conceptual alias node.
dream_symbol_bridge,dream_symbol_bridge,dream_concept,,dream,dream_symbol_bridge conceptual alias node.
dream_symbol_chase,dream_symbol_chase,dream_concept,,dream,dream_symbol_chase conceptual alias node.
dream_symbol_death,dream_symbol_death,dream_concept,,dream,dream_symbol_death conceptual alias node.
dream_symbol_exam,dream_symbol_exam,dream_concept,,dream,dream_symbol_exam conceptual alias node.
dream_symbol_falling,dream_symbol_falling,dream_concept,,dream,dream_symbol_falling conceptual alias node.
dream_symbol_flying,dream_symbol_flying,dream_concept,,dream,dream_symbol_flying conceptual alias node.
dream_symbol_garden,dream_symbol_garden,dream_concept,,dream,dream_symbol_garden conceptual alias node.
dream_symbol_key,dream_symbol_key,dream_concept,,dream,dream_symbol_key conceptual alias node.
dream_symbol_naked,dream_symbol_naked,dream_concept,,dream,dream_symbol_naked conceptual alias node.
dream_symbol_snake,dream_symbol_snake,dream_concept,,dream,dream_symbol_snake conceptual alias node.
dream_symbol_water,dream_symbol_water,dream_concept,,dream,dream_symbol_water conceptual alias node.
dream_theme_conflict,dream_theme_conflict,dream_concept,,dream,dream_theme_conflict conceptual alias node.
dream_theme_fire,dream_theme_fire,dream_concept,,dream,dream_theme_fire conceptual alias node.
dream_theme_flood,dream_theme_flood,dream_concept,,dream,dream_theme_flood conceptual alias node.
dream_theme_journey,dream_theme_journey,dream_concept,,dream,dream_theme_journey conceptual alias node.
dream_theme_mountain,dream_theme_mountain,dream_concept,,dream,dream_theme_mountain conceptual alias node.
dream_theme_thunder,dream_theme_thunder,dream_concept,,dream,dream_theme_thunder conceptual alias node.
dream_theme_transformation,dream_theme_transformation,dream_concept,,dream,dream_theme_transformation conceptual alias node.
dream_theme_wind,dream_theme_wind,dream_concept,,dream,dream_theme_wind conceptual alias node.
dream_timing_eclipse,dream_timing_eclipse,dream_concept,,dream,dream_timing_eclipse conceptual alias node.
dream_timing_fullmoon,dream_timing_fullmoon,dream_concept,,dream,dream_timing_fullmoon conceptual alias node.
dream_timing_newmoon,dream_timing_newmoon,dream_concept,,dream,dream_timing_newmoon conceptual alias node.
dream_timing_waningmoon,dream_timing_waningmoon,dream_concept,,dream,dream_timing_waningmoon conceptual alias node.
dream_timing_waxingmoon,dream_timing_waxingmoon,dream_concept,,dream,dream_timing_waxingmoon conceptual alias node.
ego,ego,cross_concept,,cross,ego conceptual alias node.
element_air,element_air,cross_concept,,cross,element_air conceptual alias node.
element_earth,element_earth,cross_concept,,cross,element_earth conceptual alias node.
element_fire,element_fire,cross_concept,,cross,element_fire conceptual alias node.
element_water,element_water,cross_concept,,cross,element_water conceptual alias node.
expression_1,expression_1,cross_concept,,cross,expression_1 conceptual alias node.
expression_2,expression_2,cross_concept,,cross,expression_2 conceptual alias node.
expression_3,expression_3,cross_concept,,cross,expression_3 conceptual alias node.
expression_4,expression_4,cross_concept,,cross,expression_4 conceptual alias node.
expression_5,expression_5,cross_concept,,cross,expression_5 conceptual alias node.
expression_6,expression_6,cross_concept,,cross,expression_6 conceptual alias node.
expression_7,expression_7,cross_concept,,cross,expression_7 conceptual alias node.
expression_8,expression_8,cross_concept,,cross,expression_8 conceptual alias node.
expression_9,expression_9,cross_concept,,cross,expression_9 conceptual alias node.
expression_number,expression_number,cross_concept,,cross,expression_number conceptual alias node.
expression_number_1,expression_number_1,cross_concept,,cross,expression_number_1 conceptual alias node.
hexagram_01_geon,hexagram_01_geon,iching_alias,HEX_01,iching,hexagram_01_geon alias of HEX_01.
hexagram_02_gon,hexagram_02_gon,iching_alias,HEX_02,iching,hexagram_02_gon alias of HEX_02.
hexagram_04_mong,hexagram_04_mong,iching_alias,HEX_04,iching,hexagram_04_mong alias of HEX_04.
hexagram_05_su,hexagram_05_su,iching_alias,HEX_05,iching,hexagram_05_su alias of HEX_05.
hexagram_06_song,hexagram_06_song,iching_alias,HEX_06,iching,hexagram_06_song alias of HEX_06.
hexagram_11_tai,hexagram_11_tai,iching_alias,HEX_11,iching,hexagram_11_tai alias of HEX_11.
hexagram_15_gyeom,hexagram_15_gyeom,iching_alias,HEX_15,iching,hexagram_15_gyeom alias of HEX_15.
hexagram_19_rim,hexagram_19_rim,iching_alias,HEX_19,iching,hexagram_19_rim alias of HEX_19.
hexagram_20_gwan,hexagram_20_gwan,iching_alias,HEX_20,iching,hexagram_20_gwan alias of HEX_20.
hexagram_24_bok,hexagram_24_bok,iching_alias,HEX_24,iching,hexagram_24_bok alias of HEX_24.
hexagram_29_gam,hexagram_29_gam,iching_alias,HEX_29,iching,hexagram_29_gam alias of HEX_29.
hexagram_30_ri,hexagram_30_ri,iching_alias,HEX_30,iching,hexagram_30_ri alias of HEX_30.
hexagram_34_daejang,hexagram_34_daejang,iching_alias,HEX_34,iching,hexagram_34_daejang alias of HEX_34.
hexagram_44_gu,hexagram_44_gu,iching_alias,HEX_44,iching,hexagram_44_gu alias of HEX_44.
hexagram_51_jin,hexagram_51_jin,iching_alias,HEX_51,iching,hexagram_51_jin alias of HEX_51.
hexagram_52_gan,hexagram_52_gan,iching_alias,HEX_52,iching,hexagram_52_gan alias of HEX_52.
hexagram_57_son,hexagram_57_son,iching_alias,HEX_57,iching,hexagram_57_son alias of HEX_57.
hexagram_58_tae,hexagram_58_tae,iching_alias,HEX_58,iching,hexagram_58_tae alias of HEX_58.
hexagram_63_gije,hexagram_63_gije,iching_alias,HEX_63,iching,hexagram_63_gije alias of HEX_63.
hexagram_64_mije,hexagram_64_mije,iching_alias,HEX_64,iching,hexagram_64_mije alias of HEX_64.
house_1,house_1,cross_concept,,cross,house_1 conceptual alias node.
house_10,house_10,cross_concept,,cross,house_10 conceptual alias node.
house_12,house_12,cross_concept,,cross,house_12 conceptual alias node.
house_2,house_2,cross_concept,,cross,house_2 conceptual alias node.
house_3,house_3,cross_concept,,cross,house_3 conceptual alias node.
house_4,house_4,cross_concept,,cross,house_4 conceptual alias node.
house_5,house_5,cross_concept,,cross,house_5 conceptual alias node.
house_7,house_7,cross_concept,,cross,house_7 conceptual alias node.
house_9,house_9,cross_concept,,cross,house_9 conceptual alias node.
iching_hex_06_song,iching_hex_06_song,cross_concept,,cross,iching_hex_06_song conceptual alias node.
iching_hex_29_gam,iching_hex_29_gam,cross_concept,,cross,iching_hex_29_gam conceptual alias node.
iching_hex_30_ri,iching_hex_30_ri,cross_concept,,cross,iching_hex_30_ri conceptual alias node.
iching_hex_49_hyeok,iching_hex_49_hyeok,cross_concept,,cross,iching_hex_49_hyeok conceptual alias node.
iching_hex_51_jin,iching_hex_51_jin,cross_concept,,cross,iching_hex_51_jin conceptual alias node.
iching_hex_52_gan,iching_hex_52_gan,cross_concept,,cross,iching_hex_52_gan conceptual alias node.
iching_hex_56_ryeo,iching_hex_56_ryeo,cross_concept,,cross,iching_hex_56_ryeo conceptual alias node.
iching_hex_57_son,iching_hex_57_son,cross_concept,,cross,iching_hex_57_son conceptual alias node.
individuation,individuation,cross_concept,,cross,individuation conceptual alias node.
integration,integration,cross_concept,,cross,integration conceptual alias node.
life_path_1,life_path_1,cross_concept,,cross,life_path_1 conceptual alias node.
life_path_2,life_path_2,cross_concept,,cross,life_path_2 conceptual alias node.
life_path_3,life_path_3,cross_concept,,cross,life_path_3 conceptual alias node.
life_path_4,life_path_4,cross_concept,,cross,life_path_4 conceptual alias node.
life_path_5,life_path_5,cross_concept,,cross,life_path_5 conceptual alias node.
life_path_6,life_path_6,cross_concept,,cross,life_path_6 conceptual alias node.
life_path_7,life_path_7,cross_concept,,cross,life_path_7 conceptual alias node.
life_path_8,life_path_8,cross_concept,,cross,life_path_8 conceptual alias node.
life_path_9,life_path_9,cross_concept,,cross,life_path_9 conceptual alias node.
master_11,master_11,cross_concept,,cross,master_11 conceptual alias node.
master_22,master_22,cross_concept,,cross,master_22 conceptual alias node.
master_33,master_33,cross_concept,,cross,master_33 conceptual alias node.
moon_aries,moon_aries,cross_concept,,cross,moon_aries conceptual alias node.
moon_cancer,moon_cancer,cross_concept,,cross,moon_cancer conceptual alias node.
moon_capricorn,moon_capricorn,cross_concept,,cross,moon_capricorn conceptual alias node.
moon_gemini,moon_gemini,cross_concept,,cross,moon_gemini conceptual alias node.
moon_leo,moon_leo,cross_concept,,cross,moon_leo conceptual alias node.
moon_libra,moon_libra,cross_concept,,cross,moon_libra conceptual alias node.
moon_pisces,moon_pisces,cross_concept,,cross,moon_pisces conceptual alias node.
moon_scorpio,moon_scorpio,cross_concept,,cross,moon_scorpio conceptual alias node.
moon_taurus,moon_taurus,cross_concept,,cross,moon_taurus conceptual alias node.
numerology_3,numerology_3,cross_concept,,cross,numerology_3 conceptual alias node.
numerology_4,numerology_4,cross_concept,,cross,numerology_4 conceptual alias node.
numerology_7,numerology_7,cross_concept,,cross,numerology_7 conceptual alias node.
numerology_9,numerology_9,cross_concept,,cross,numerology_9 conceptual alias node.
numerology_life_path,numerology_life_path,cross_concept,,cross,numerology_life_path conceptual alias node.
numerology_master_11,numerology_master_11,cross_concept,,cross,numerology_master_11 conceptual alias node.
personal_year_1,personal_year_1,cross_concept,,cross,personal_year_1 conceptual alias node.
personal_year_5,personal_year_5,cross_concept,,cross,personal_year_5 conceptual alias node.
personal_year_9,personal_year_9,cross_concept,,cross,personal_year_9 conceptual alias node.
personal_year_cycle,personal_year_cycle,cross_concept,,cross,personal_year_cycle conceptual alias node.
planet_jupiter,planet_jupiter,astro_alias,Jupiter,astro,planet_jupiter alias of Jupiter.
planet_ketu,planet_ketu,astro_concept,,astro,planet_ketu conceptual alias node.
planet_mars,planet_mars,astro_alias,Mars,astro,planet_mars alias of Mars.
planet_mercury,planet_mercury,astro_alias,Mercury,astro,planet_mercury alias of Mercury.
planet_moon,planet_moon,astro_alias,Moon,astro,planet_moon alias of Moon.
planet_neptune,planet_neptune,astro_alias,Neptune,astro,planet_neptune alias of Neptune.
planet_pluto,planet_pluto,astro_alias,Pluto,astro,planet_pluto alias of Pluto.
planet_rahu,planet_rahu,astro_concept,,astro,planet_rahu conceptual alias node.
planet_saturn,planet_saturn,astro_alias,Saturn,astro,planet_saturn alias of Saturn.
planet_sun,planet_sun,astro_alias,Sun,astro,planet_sun alias of Sun.
planet_uranus,planet_uranus,astro_alias,Uranus,astro,planet_uranus alias of Uranus.
planet_venus,planet_venus,astro_alias,Venus,astro,planet_venus alias of Venus.
saju_daeun_end,saju_daeun_end,saju_concept,,saju,saju_daeun_end conceptual alias node.
saju_daeun_mid,saju_daeun_mid,saju_concept,,saju,saju_daeun_mid conceptual alias node.
saju_daeun_start,saju_daeun_start,saju_concept,,saju,saju_daeun_start conceptual alias node.
saju_geokguk_general,saju_geokguk_general,saju_concept,,saju,saju_geokguk_general conceptual alias node.
saju_geokguk_geonrok,saju_geokguk_geonrok,saju_concept,,saju,saju_geokguk_geonrok conceptual alias node.
saju_geokguk_pyeoningyeok,saju_geokguk_pyeoningyeok,saju_concept,,saju,saju_geokguk_pyeoningyeok conceptual alias node.
saju_geokguk_sigsingyeok,saju_geokguk_sigsingyeok,saju_concept,,saju,saju_geokguk_sigsingyeok conceptual alias node.
saju_geokguk_yanginyeok,saju_geokguk_yanginyeok,saju_concept,,saju,saju_geokguk_yanginyeok conceptual alias node.
saju_ilgan_byeong,saju_ilgan_byeong,saju_alias,ST_병,saju,saju_ilgan_byeong alias of ST_병.
saju_ilgan_eul,saju_ilgan_eul,saju_alias,ST_을,saju,saju_ilgan_eul alias of ST_을.
saju_ilgan_gap,saju_ilgan_gap,saju_alias,ST_갑,saju,saju_ilgan_gap alias of ST_갑.
saju_ilgan_gi,saju_ilgan_gi,saju_alias,ST_기,saju,saju_ilgan_gi alias of ST_기.
saju_ilgan_gye,saju_ilgan_gye,saju_alias,ST_계,saju,saju_ilgan_gye alias of ST_계.
saju_ilgan_gyeong,saju_ilgan_gyeong,saju_alias,ST_경,saju,saju_ilgan_gyeong alias of ST_경.
saju_ilgan_im,saju_ilgan_im,saju_alias,ST_임,saju,saju_ilgan_im alias of ST_임.
saju_ilgan_jeong,saju_ilgan_jeong,saju_alias,ST_정,saju,saju_ilgan_jeong alias of ST_정.
saju_ilgan_mu,saju_ilgan_mu,saju_alias,ST_무,saju,saju_ilgan_mu alias of ST_무.
saju_ilgan_sin,saju_ilgan_sin,saju_alias,ST_신,saju,saju_ilgan_sin alias of ST_신.
saju_seun,saju_seun,saju_concept,,saju,saju_seun conceptual alias node.
saju_yongsin,saju_yongsin,saju_alias,YS_용신,saju,saju_yongsin alias of YS_용신.
saju_yongsin_hwa,saju_yongsin_hwa,saju_concept,,saju,saju_yongsin_hwa conceptual alias node.
saju_yongsin_su,saju_yongsin_su,saju_concept,,saju,saju_yongsin_su conceptual alias node.
soul_urge,soul_urge,numerology_concept,,numerology,soul_urge conceptual alias node.
soul_urge_1,soul_urge_1,numerology_concept,,numerology,soul_urge_1 conceptual alias node.
soul_urge_2,soul_urge_2,numerology_concept,,numerology,soul_urge_2 conceptual alias node.
soul_urge_3,soul_urge_3,numerology_concept,,numerology,soul_urge_3 conceptual alias node.
soul_urge_4,soul_urge_4,numerology_concept,,numerology,soul_urge_4 conceptual alias node.
soul_urge_5,soul_urge_5,numerology_concept,,numerology,soul_urge_5 conceptual alias node.
soul_urge_6,soul_urge_6,numerology_concept,,numerology,soul_urge_6 conceptual alias node.
soul_urge_7,soul_urge_7,numerology_concept,,numerology,soul_urge_7 conceptual alias node.
soul_urge_8,soul_urge_8,numerology_concept,,numerology,soul_urge_8 conceptual alias node.
soul_urge_9,soul_urge_9,numerology_concept,,numerology,soul_urge_9 conceptual alias node.
soul_urge_fire,soul_urge_fire,numerology_concept,,numerology,soul_urge_fire conceptual alias node.
soul_urge_water,soul_urge_water,numerology_concept,,numerology,soul_urge_water conceptual alias node.
synchronicity,synchronicity,cross_concept,,cross,synchronicity conceptual alias node.
trigram_gam,trigram_gam,cross_concept,,cross,trigram_gam conceptual alias node.
trigram_gan,trigram_gan,cross_concept,,cross,trigram_gan conceptual alias node.
trigram_geon,trigram_geon,cross_concept,,cross,trigram_geon conceptual alias node.
trigram_gon,trigram_gon,cross_concept,,cross,trigram_gon conceptual alias node.
trigram_jin,trigram_jin,cross_concept,,cross,trigram_jin conceptual alias node.
trigram_ri,trigram_ri,cross_concept,,cross,trigram_ri conceptual alias node.
trigram_son,trigram_son,cross_concept,,cross,trigram_son conceptual alias node.
trigram_tae,trigram_tae,cross_concept,,cross,trigram_tae conceptual alias node.
zodiac_aquarius,zodiac_aquarius,cross_concept,,cross,zodiac_aquarius conceptual alias node.
zodiac_aries,zodiac_aries,cross_concept,,cross,zodiac_aries conceptual alias node.
zodiac_cancer,zodiac_cancer,cross_concept,,cross,zodiac_cancer conceptual alias node.
zodiac_capricorn,zodiac_capricorn,cross_concept,,cross,zodiac_capricorn conceptual alias node.
