id,label,type,canonical_id,domain,description
HEX_41_손,HEX_41_손,iching_alias,HEX_41,iching,HEX_41_손 alias of HEX_41.
HEX_42_익,HEX_42_익,iching_alias,HEX_42,iching,HEX_42_익 alias of HEX_42.
HEX_43_쾌,HEX_43_쾌,iching_alias,HEX_43,iching,HEX_43_쾌 alias of HEX_43.
HEX_44_구,HEX_44_구,iching_alias,HEX_44,iching,HEX_44_구 alias of HEX_44.
HEX_45_췌,HEX_45_췌,iching_alias,HEX_45,iching,HEX_45_췌 alias of HEX_45.
HEX_46_승,HEX_46_승,iching_alias,HEX_46,iching,HEX_46_승 alias of HEX_46.
HEX_47_곤,HEX_47_곤,iching_alias,HEX_47,iching,HEX_47_곤 alias of HEX_47.
HEX_48_정,HEX_48_정,iching_alias,HEX_48,iching,HEX_48_정 alias of HEX_48.
HEX_49_혁,HEX_49_혁,iching_alias,HEX_49,iching,HEX_49_혁 alias of HEX_49.
HEX_50_정,HEX_50_정,iching_alias,HEX_50,iching,HEX_50_정 alias of HEX_50.
HEX_51_진,HEX_51_진,iching_alias,HEX_51,iching,HEX_51_진 alias of HEX_51.
HEX_52_간,HEX_52_간,iching_alias,HEX_52,iching,HEX_52_간 alias of HEX_52.
HEX_53_점,HEX_53_점,iching_alias,HEX_53,iching,HEX_53_점 alias of HEX_53.
HEX_54_귀매,HEX_54_귀매,iching_alias,HEX_54,iching,HEX_54_귀매 alias of HEX_54.
HEX_55_풍,HEX_55_풍,iching_alias,HEX_55,iching,HEX_55_풍 alias of HEX_55.
HEX_56_여,HEX_56_여,iching_alias,HEX_56,iching,HEX_56_여 alias of HEX_56.
HEX_57_손,HEX_57_손,iching_alias,HEX_57,iching,HEX_57_손 alias of HEX_57.
HEX_58_태,HEX_58_태,iching_alias,HEX_58,iching,HEX_58_태 alias of HEX_58.
HEX_59_환,HEX_59_환,iching_alias,HEX_59,iching,HEX_59_환 alias of HEX_59.
HEX_60_절,HEX_60_절,iching_alias,HEX_60,iching,HEX_60_절 alias of HEX_60.
HEX_61_중부,HEX_61_중부,iching_alias,HEX_61,iching,HEX_61_중부 alias of HEX_61.
HEX_62_소과,HEX_62_소과,iching_alias,HEX_62,iching,HEX_62_소과 alias of HEX_62.
HEX_63_기제,HEX_63_기제,iching_alias,HEX_63,iching,HEX_63_기제 alias of HEX_63.
HEX_64_미제,HEX_64_미제,iching_alias,HEX_64,iching,HEX_64_미제 alias of HEX_64.
HOUSE_1,HOUSE_1,astro_alias,H1,astro,HOUSE_1 alias of H1.
HOUSE_10,HOUSE_10,astro_alias,H10,astro,HOUSE_10 alias of H10.
HOUSE_11,HOUSE_11,astro_alias,H11,astro,HOUSE_11 alias of H11.
HOUSE_12,HOUSE_12,astro_alias,H12,astro,HOUSE_12 alias of H12.
HOUSE_2,HOUSE_2,astro_alias,H2,astro,HOUSE_2 alias of H2.
HOUSE_3,HOUSE_3,astro_alias,H3,astro,HOUSE_3 alias of H3.
HOUSE_4,HOUSE_4,astro_alias,H4,astro,HOUSE_4 alias of H4.
HOUSE_5,HOUSE_5,astro_alias,H5,astro,HOUSE_5 alias of H5.
HOUSE_6,HOUSE_6,astro_alias,H6,astro,HOUSE_6 alias of H6.
HOUSE_7,HOUSE_7,astro_alias,H7,astro,HOUSE_7 alias of H7.
HOUSE_8,HOUSE_8,astro_alias,H8,astro,HOUSE_8 alias of H8.
HOUSE_9,HOUSE_9,astro_alias,H9,astro,HOUSE_9 alias of H9.
ICHING_01,ICHING_01,iching_alias,HEX_01,iching,ICHING_01 alias of HEX_01.
ICHING_02,ICHING_02,iching_alias,HEX_02,iching,ICHING_02 alias of HEX_02.
ICHING_03,ICHING_03,iching_alias,HEX_03,iching,ICHING_03 alias of HEX_03.
ICHING_04,ICHING_04,iching_alias,HEX_04,iching,ICHING_04 alias of HEX_04.
ICHING_05,ICHING_05,iching_alias,HEX_05,iching,ICHING_05 alias of HEX_05.
ICHING_06,ICHING_06,iching_alias,HEX_06,iching,ICHING_06 alias of HEX_06.
ICHING_07,ICHING_07,iching_alias,HEX_07,iching,ICHING_07 alias of HEX_07.
ICHING_11,ICHING_11,iching_alias,HEX_11,iching,ICHING_11 alias of HEX_11.
ICHING_12,ICHING_12,iching_alias,HEX_12,iching,ICHING_12 alias of HEX_12.
ICHING_16,ICHING_16,iching_alias,HEX_16,iching,ICHING_16 alias of HEX_16.
ICHING_20,ICHING_20,iching_alias,HEX_20,iching,ICHING_20 alias of HEX_20.
ICHING_23,ICHING_23,iching_alias,HEX_23,iching,ICHING_23 alias of HEX_23.
ICHING_24,ICHING_24,iching_alias,HEX_24,iching,ICHING_24 alias of HEX_24.
ICHING_49,ICHING_49,iching_alias,HEX_49,iching,ICHING_49 alias of HEX_49.
ICHING_53,ICHING_53,iching_alias,HEX_53,iching,ICHING_53 alias of HEX_53.
ICHING_63,ICHING_63,iching_alias,HEX_63,iching,ICHING_63 alias of HEX_63.
ICHING_HEX_63,ICHING_HEX_63,iching_alias,HEX_63,iching,ICHING_HEX_63 alias of HEX_63.
JIJI_묘,JIJI_묘,saju_alias,BR_묘,saju,JIJI_묘 alias of BR_묘.
JIJI_미,JIJI_미,saju_alias,BR_미,saju,JIJI_미 alias of BR_미.
JIJI_사,JIJI_사,saju_alias,BR_사,saju,JIJI_사 alias of BR_사.
JIJI_술,JIJI_술,saju_alias,BR_술,saju,JIJI_술 alias of BR_술.
JIJI_신,JIJI_신,saju_alias,BR_신,saju,JIJI_신 alias of BR_신.
JIJI_오,JIJI_오,saju_alias,BR_오,saju,JIJI_오 alias of BR_오.
JIJI_유,JIJI_유,saju_alias,BR_유,saju,JIJI_유 alias of BR_유.
JIJI_인,JIJI_인,saju_alias,BR_인,saju,JIJI_인 alias of BR_인.
JIJI_자,JIJI_자,saju_alias,BR_자,saju,JIJI_자 alias of BR_자.
JIJI_진,JIJI_진,saju_alias,BR_진,saju,JIJI_진 alias of BR_진.
JIJI_축,JIJI_축,saju_alias,BR_축,saju,JIJI_축 alias of BR_축.
JIJI_해,JIJI_해,saju_alias,BR_해,saju,JIJI_해 alias of BR_해.
JUNG_ANIMA_아니마,JUNG_ANIMA_아니마,cross_concept,,cross,JUNG_ANIMA_아니마 conceptual alias node.
JUNG_SELF_자기,JUNG_SELF_자기,cross_concept,,cross,JUNG_SELF_자기 conceptual alias node.
JUNG_SHADOW_그림자,JUNG_SHADOW_그림자,cross_concept,,cross,JUNG_SHADOW_그림자 conceptual alias node.
LR_Moon,LR_Moon,cross_concept,,cross,LR_Moon conceptual alias node.
Lunar_Eclipse,Lunar_Eclipse,cross_concept,,cross,Lunar_Eclipse conceptual alias node.
NM_challenge,NM_challenge,numerology_concept,,numerology,NM_challenge conceptual alias node.
NM_karmic_13,NM_karmic_13,numerology_concept,,numerology,NM_karmic_13 conceptual alias node.
NM_karmic_14,NM_karmic_14,numerology_concept,,numerology,NM_karmic_14 conceptual alias node.
NM_karmic_16,NM_karmic_16,numerology_concept,,numerology,NM_karmic_16 conceptual alias node.
NM_karmic_19,NM_karmic_19,numerology_concept,,numerology,NM_karmic_19 conceptual alias node.
NM_life_path_1,NM_life_path_1,numerology_alias,NUM_1,numerology,NM_life_path_1 alias of NUM_1.
NM_life_path_2,NM_life_path_2,numerology_alias,NUM_2,numerology,NM_life_path_2 alias of NUM_2.
NM_life_path_3,NM_life_path_3,numerology_alias,NUM_3,numerology,NM_life_path_3 alias of NUM_3.
NM_life_path_4,NM_life_path_4,numerology_alias,NUM_4,numerology,NM_life_path_4 alias of NUM_4.
NM_life_path_5,NM_life_path_5,numerology_alias,NUM_5,numerology,NM_life_path_5 alias of NUM_5.
NM_life_path_6,NM_life_path_6,numerology_alias,NUM_6,numerology,NM_life_path_6 alias of NUM_6.
NM_life_path_7,NM_life_path_7,numerology_alias,NUM_7,numerology,NM_life_path_7 alias of NUM_7.
NM_life_path_8,NM_life_path_8,numerology_alias,NUM_8,numerology,NM_life_path_8 alias of NUM_8.
NM_life_path_9,NM_life_path_9,numerology_alias,NUM_9,numerology,NM_life_path_9 alias of NUM_9.
NM_master_11,NM_master_11,numerology_alias,NUM_11,numerology,NM_master_11 alias of NUM_11.
NM_master_22,NM_master_22,numerology_alias,NUM_22,numerology,NM_master_22 alias of NUM_22.
NM_master_33,NM_master_33,numerology_alias,NUM_33,numerology,NM_master_33 alias of NUM_33.
NUMEROLOGY_LIFEPATH_1,NUMEROLOGY_LIFEPATH_1,cross_concept,,cross,NUMEROLOGY_LIFEPATH_1 conceptual alias node.
NUM_BIRTHDAY_1,NUM_BIRTHDAY_1,numerology_concept,,numerology,NUM_BIRTHDAY_1 conceptual alias node.
NUM_BIRTHDAY_7,NUM_BIRTHDAY_7,numerology_concept,,numerology,NUM_BIRTHDAY_7 conceptual alias node.
NUM_BIRTHDAY_9,NUM_BIRTHDAY_9,numerology_concept,,numerology,NUM_BIRTHDAY_9 conceptual alias node.
NUM_CHALLENGE_0,NUM_CHALLENGE_0,numerology_concept,,numerology,NUM_CHALLENGE_0 conceptual alias node.
NUM_CROWD,NUM_CROWD,numerology_concept,,numerology,NUM_CROWD conceptual alias node.
NUM_EXPRESSION_1,NUM_EXPRESSION_1,numerology_concept,,numerology,NUM_EXPRESSION_1 conceptual alias node.
NUM_EXPRESSION_3,NUM_EXPRESSION_3,numerology_concept,,numerology,NUM_EXPRESSION_3 conceptual alias node.
NUM_EXPRESSION_5,NUM_EXPRESSION_5,numerology_concept,,numerology,NUM_EXPRESSION_5 conceptual alias node.
NUM_FREQUENCY,NUM_FREQUENCY,numerology_concept,,numerology,NUM_FREQUENCY conceptual alias node.
NUM_HIDDEN_PASSION,NUM_HIDDEN_PASSION,numerology_concept,,numerology,NUM_HIDDEN_PASSION conceptual alias node.
NUM_INTERPRETATION,NUM_INTERPRETATION,numerology_concept,,numerology,NUM_INTERPRETATION conceptual alias node.
NUM_KARMIC_13,NUM_KARMIC_13,numerology_concept,,numerology,NUM_KARMIC_13 conceptual alias node.
NUM_KARMIC_14,NUM_KARMIC_14,numerology_concept,,numerology,NUM_KARMIC_14 conceptual alias node.
NUM_KARMIC_16,NUM_KARMIC_16,numerology_concept,,numerology,NUM_KARMIC_16 conceptual alias node.
NUM_KARMIC_19,NUM_KARMIC_19,numerology_concept,,numerology,NUM_KARMIC_19 conceptual alias node.
NUM_LIFEPATH_1,NUM_LIFEPATH_1,numerology_alias,NUM_1,numerology,NUM_LIFEPATH_1 alias of NUM_1.
NUM_LIFEPATH_11,NUM_LIFEPATH_11,numerology_alias,NUM_11,numerology,NUM_LIFEPATH_11 alias of NUM_11.
NUM_LIFEPATH_2,NUM_LIFEPATH_2,numerology_alias,NUM_2,numerology,NUM_LIFEPATH_2 alias of NUM_2.
NUM_LIFEPATH_22,NUM_LIFEPATH_22,numerology_alias,NUM_22,numerology,NUM_LIFEPATH_22 alias of NUM_22.
NUM_LIFEPATH_3,NUM_LIFEPATH_3,numerology_alias,NUM_3,numerology,NUM_LIFEPATH_3 alias of NUM_3.
NUM_LIFEPATH_33,NUM_LIFEPATH_33,numerology_alias,NUM_33,numerology,NUM_LIFEPATH_33 alias of NUM_33.
NUM_LIFEPATH_4,NUM_LIFEPATH_4,numerology_alias,NUM_4,numerology,NUM_LIFEPATH_4 alias of NUM_4.
NUM_LIFEPATH_5,NUM_LIFEPATH_5,numerology_alias,NUM_5,numerology,NUM_LIFEPATH_5 alias of NUM_5.
NUM_LIFEPATH_6,NUM_LIFEPATH_6,numerology_alias,NUM_6,numerology,NUM_LIFEPATH_6 alias of NUM_6.
NUM_LIFEPATH_7,NUM_LIFEPATH_7,numerology_alias,NUM_7,numerology,NUM_LIFEPATH_7 alias of NUM_7.
NUM_LIFEPATH_8,NUM_LIFEPATH_8,numerology_alias,NUM_8,numerology,NUM_LIFEPATH_8 alias of NUM_8.
NUM_LIFEPATH_9,NUM_LIFEPATH_9,numerology_alias,NUM_9,numerology,NUM_LIFEPATH_9 alias of NUM_9.
NUM_MATURITY,NUM_MATURITY,numerology_concept,,numerology,NUM_MATURITY conceptual alias node.
NUM_PERSONALITY,NUM_PERSONALITY,numerology_concept,,numerology,NUM_PERSONALITY conceptual alias node.
NUM_PERSONALYEAR_1,NUM_PERSONALYEAR_1,numerology_concept,,numerology,NUM_PERSONALYEAR_1 conceptual alias node.
NUM_PERSONALYEAR_5,NUM_PERSONALYEAR_5,numerology_concept,,numerology,NUM_PERSONALYEAR_5 conceptual alias node.
NUM_PERSONALYEAR_7,NUM_PERSONALYEAR_7,numerology_concept,,numerology,NUM_PERSONALYEAR_7 conceptual alias node.
NUM_PERSONALYEAR_9,NUM_PERSONALYEAR_9,numerology_concept,,numerology,NUM_PERSONALYEAR_9 conceptual alias node.
NUM_PINNACLE_1,NUM_PINNACLE_1,numerology_concept,,numerology,NUM_PINNACLE_1 conceptual alias node.
NUM_PINNACLE_9,NUM_PINNACLE_9,numerology_concept,,numerology,NUM_PINNACLE_9 conceptual alias node.
NUM_QUANTITY,NUM_QUANTITY,numerology_concept,,numerology,NUM_QUANTITY conceptual alias node.
NUM_SOULURGE_2,NUM_SOULURGE_2,numerology_concept,,numerology,NUM_SOULURGE_2 conceptual alias node.
NUM_SOULURGE_6,NUM_SOULURGE_6,numerology_concept,,numerology,NUM_SOULURGE_6 conceptual alias node.
NUM_SOULURGE_7,NUM_SOULURGE_7,numerology_concept,,numerology,NUM_SOULURGE_7 conceptual alias node.
NUM_SOULURGE_9,NUM_SOULURGE_9,numerology_concept,,numerology,NUM_SOULURGE_9 conceptual alias node.
OHAENG_금,OHAENG_금,cross_concept,,cross,OHAENG_금 conceptual alias node.
OHAENG_목,OHAENG_목,cross_concept,,cross,OHAENG_목 conceptual alias node.
OHAENG_수,OHAENG_수,cross_concept,,cross,OHAENG_수 conceptual alias node.
OHAENG_토,OHAENG_토,cross_concept,,cross,OHAENG_토 conceptual alias node.
OHAENG_화,OHAENG_화,cross_concept,,cross,OHAENG_화 conceptual alias node.
OH_금,OH_금,cross_concept,,cross,OH_금 conceptual alias node.
OH_목,OH_목,cross_concept,,cross,OH_목 conceptual alias node.
OH_수,OH_수,cross_concept,,cross,OH_수 conceptual alias node.
OH_토,OH_토,cross_concept,,cross,OH_토 conceptual alias node.
OH_화,OH_화,cross_concept,,cross,OH_화 conceptual alias node.
SAJU_ARCHETYPE_甲,SAJU_ARCHETYPE_甲,saju_alias,ST_갑,saju,SAJU_ARCHETYPE_甲 alias of ST_갑.
SAJU_ARCHETYPE_癸,SAJU_ARCHETYPE_癸,saju_alias,ST_계,saju,SAJU_ARCHETYPE_癸 alias of ST_계.
SAJU_ARTIST_식신상관,SAJU_ARTIST_식신상관,saju_concept,,saju,SAJU_ARTIST_식신상관 conceptual alias node.
SAJU_BLOCK_공망충,SAJU_BLOCK_공망충,saju_concept,,saju,SAJU_BLOCK_공망충 conceptual alias node.
SAJU_BRANCH_丑,SAJU_BRANCH_丑,saju_alias,BR_축,saju,SAJU_BRANCH_丑 alias of BR_축.
SAJU_BRANCH_亥,SAJU_BRANCH_亥,saju_alias,BR_해,saju,SAJU_BRANCH_亥 alias of BR_해.
SAJU_BRANCH_午,SAJU_BRANCH_午,saju_alias,BR_오,saju,SAJU_BRANCH_午 alias of BR_오.
SAJU_BRANCH_卯,SAJU_BRANCH_卯,saju_alias,BR_묘,saju,SAJU_BRANCH_卯 alias of BR_묘.
SAJU_BRANCH_子,SAJU_BRANCH_子,saju_alias,BR_자,saju,SAJU_BRANCH_子 alias of BR_자.
SAJU_BRANCH_寅,SAJU_BRANCH_寅,saju_alias,BR_인,saju,SAJU_BRANCH_寅 alias of BR_인.
SAJU_BRANCH_巳,SAJU_BRANCH_巳,saju_alias,BR_사,saju,SAJU_BRANCH_巳 alias of BR_사.
SAJU_BRANCH_戌,SAJU_BRANCH_戌,saju_alias,BR_술,saju,SAJU_BRANCH_戌 alias of BR_술.
SAJU_BRANCH_未,SAJU_BRANCH_未,saju_alias,BR_미,saju,SAJU_BRANCH_未 alias of BR_미.
SAJU_BRANCH_申,SAJU_BRANCH_申,saju_alias,BR_신,saju,SAJU_BRANCH_申 alias of BR_신.
SAJU_BRANCH_辰,SAJU_BRANCH_辰,saju_alias,BR_진,saju,SAJU_BRANCH_辰 alias of BR_진.
SAJU_BRANCH_酉,SAJU_BRANCH_酉,saju_alias,BR_유,saju,SAJU_BRANCH_酉 alias of BR_유.
SAJU_CAREER_격국,SAJU_CAREER_격국,saju_concept,,saju,SAJU_CAREER_격국 conceptual alias node.
SAJU_COMMUNICATION_상관다,SAJU_COMMUNICATION_상관다,saju_concept,,saju,SAJU_COMMUNICATION_상관다 conceptual alias node.
SAJU_COMPLETION_삼합,SAJU_COMPLETION_삼합,saju_concept,,saju,SAJU_COMPLETION_삼합 conceptual alias node.
SAJU_CONCEPT_기신,SAJU_CONCEPT_기신,saju_alias,YS_기신,saju,SAJU_CONCEPT_기신 alias of YS_기신.
SAJU_CONCEPT_용신,SAJU_CONCEPT_용신,saju_alias,YS_용신,saju,SAJU_CONCEPT_용신 alias of YS_용신.
SAJU_CREATIVITY_상관생재,SAJU_CREATIVITY_상관생재,saju_concept,,saju,SAJU_CREATIVITY_상관생재 conceptual alias node.
SAJU_CRISIS_관살혼잡,SAJU_CRISIS_관살혼잡,saju_concept,,saju,SAJU_CRISIS_관살혼잡 conceptual alias node.
SAJU_CRISIS_충,SAJU_CRISIS_충,saju_concept,,saju,SAJU_CRISIS_충 conceptual alias node.
SAJU_CYCLE_12운성,SAJU_CYCLE_12운성,saju_concept,,saju,SAJU_CYCLE_12운성 conceptual alias node.
SAJU_DEPTH_편관다,SAJU_DEPTH_편관다,saju_concept,,saju,SAJU_DEPTH_편관다 conceptual alias node.
SAJU_DESTINY_천을귀인,SAJU_DESTINY_천을귀인,saju_concept,,saju,SAJU_DESTINY_천을귀인 conceptual alias node.
SAJU_FORTUNE_일록,SAJU_FORTUNE_일록,saju_concept,,saju,SAJU_FORTUNE_일록 conceptual alias node.
SAJU_GIFT_식신생재,SAJU_GIFT_식신생재,saju_concept,,saju,SAJU_GIFT_식신생재 conceptual alias node.
SAJU_HEALING_식신제살,SAJU_HEALING_식신제살,saju_concept,,saju,SAJU_HEALING_식신제살 conceptual alias node.
SAJU_HEALING_인성보호,SAJU_HEALING_인성보호,saju_concept,,saju,SAJU_HEALING_인성보호 conceptual alias node.
SAJU_HEALTH_오행실조,SAJU_HEALTH_오행실조,saju_concept,,saju,SAJU_HEALTH_오행실조 conceptual alias node.
SAJU_HIDDEN_갑,SAJU_HIDDEN_갑,saju_alias,ST_갑,saju,SAJU_HIDDEN_갑 alias of ST_갑.
SAJU_HIDDEN_경,SAJU_HIDDEN_경,saju_alias,ST_경,saju,SAJU_HIDDEN_경 alias of ST_경.
SAJU_HIDDEN_계,SAJU_HIDDEN_계,saju_alias,ST_계,saju,SAJU_HIDDEN_계 alias of ST_계.
SAJU_HIDDEN_기,SAJU_HIDDEN_기,saju_alias,ST_기,saju,SAJU_HIDDEN_기 alias of ST_기.
SAJU_HIDDEN_무,SAJU_HIDDEN_무,saju_alias,ST_무,saju,SAJU_HIDDEN_무 alias of ST_무.
SAJU_HIDDEN_병,SAJU_HIDDEN_병,saju_alias,ST_병,saju,SAJU_HIDDEN_병 alias of ST_병.
SAJU_HIDDEN_신,SAJU_HIDDEN_신,saju_alias,ST_신,saju,SAJU_HIDDEN_신 alias of ST_신.
SAJU_HIDDEN_을,SAJU_HIDDEN_을,saju_alias,ST_을,saju,SAJU_HIDDEN_을 alias of ST_을.
SAJU_HIDDEN_임,SAJU_HIDDEN_임,saju_alias,ST_임,saju,SAJU_HIDDEN_임 alias of ST_임.
SAJU_HIDDEN_정,SAJU_HIDDEN_정,saju_alias,ST_정,saju,SAJU_HIDDEN_정 alias of ST_정.
SAJU_INDEPENDENCE_비겁왕,SAJU_INDEPENDENCE_비겁왕,saju_concept,,saju,SAJU_INDEPENDENCE_비겁왕 conceptual alias node.
SAJU_INDEPENDENT_건록격,SAJU_INDEPENDENT_건록격,saju_concept,,saju,SAJU_INDEPENDENT_건록격 conceptual alias node.
SAJU_INTUITION_편인왕,SAJU_INTUITION_편인왕,saju_concept,,saju,SAJU_INTUITION_편인왕 conceptual alias node.
SAJU_KARMA_공망,SAJU_KARMA_공망,saju_concept,,saju,SAJU_KARMA_공망 conceptual alias node.
SAJU_KARMA_도화,SAJU_KARMA_도화,saju_concept,,saju,SAJU_KARMA_도화 conceptual alias node.
SAJU_KARMA_역마,SAJU_KARMA_역마,saju_concept,,saju,SAJU_KARMA_역마 conceptual alias node.
SAJU_LEADERSHIP_정관격,SAJU_LEADERSHIP_정관격,saju_concept,,saju,SAJU_LEADERSHIP_정관격 conceptual alias node.
SAJU_LIFESTAGE_건록,SAJU_LIFESTAGE_건록,saju_concept,,saju,SAJU_LIFESTAGE_건록 conceptual alias node.
SAJU_LIFESTAGE_관대,SAJU_LIFESTAGE_관대,saju_alias,TS_관대,saju,SAJU_LIFESTAGE_관대 alias of TS_관대.
SAJU_LIFESTAGE_목욕,SAJU_LIFESTAGE_목욕,saju_alias,TS_목욕,saju,SAJU_LIFESTAGE_목욕 alias of TS_목욕.
SAJU_LIFESTAGE_묘,SAJU_LIFESTAGE_묘,saju_alias,TS_묘,saju,SAJU_LIFESTAGE_묘 alias of TS_묘.
SAJU_LIFESTAGE_병,SAJU_LIFESTAGE_병,saju_alias,TS_병,saju,SAJU_LIFESTAGE_병 alias of TS_병.
SAJU_LIFESTAGE_사,SAJU_LIFESTAGE_사,saju_alias,TS_사,saju,SAJU_LIFESTAGE_사 alias of TS_사.
SAJU_LIFESTAGE_쇠,SAJU_LIFESTAGE_쇠,saju_alias,TS_쇠,saju,SAJU_LIFESTAGE_쇠 alias of TS_쇠.
SAJU_LIFESTAGE_양,SAJU_LIFESTAGE_양,saju_alias,TS_양,saju,SAJU_LIFESTAGE_양 alias of TS_양.
SAJU_LIFESTAGE_장생,SAJU_LIFESTAGE_장생,saju_alias,TS_장생,saju,SAJU_LIFESTAGE_장생 alias of TS_장생.
SAJU_LIFESTAGE_절,SAJU_LIFESTAGE_절,saju_alias,TS_절,saju,SAJU_LIFESTAGE_절 alias of TS_절.
SAJU_LIFESTAGE_제왕,SAJU_LIFESTAGE_제왕,saju_concept,,saju,SAJU_LIFESTAGE_제왕 conceptual alias node.
SAJU_LIFESTAGE_태,SAJU_LIFESTAGE_태,saju_alias,TS_태,saju,SAJU_LIFESTAGE_태 alias of TS_태.
SAJU_LOVE_일지궁합,SAJU_LOVE_일지궁합,saju_concept,,saju,SAJU_LOVE_일지궁합 conceptual alias node.
SAJU_MASTERY_건록격,SAJU_MASTERY_건록격,saju_concept,,saju,SAJU_MASTERY_건록격 conceptual alias node.
SAJU_PATTERN_삼합국,SAJU_PATTERN_삼합국,saju_concept,,saju,SAJU_PATTERN_삼합국 conceptual alias node.
SAJU_PATTERN_암록격,SAJU_PATTERN_암록격,saju_concept,,saju,SAJU_PATTERN_암록격 conceptual alias node.
SAJU_PATTERN_종격,SAJU_PATTERN_종격,saju_concept,,saju,SAJU_PATTERN_종격 conceptual alias node.
SAJU_POWER_양인칠살,SAJU_POWER_양인칠살,saju_concept,,saju,SAJU_POWER_양인칠살 conceptual alias node.
SAJU_REBIRTH_대운교체,SAJU_REBIRTH_대운교체,saju_concept,,saju,SAJU_REBIRTH_대운교체 conceptual alias node.
SAJU_RELATIONSHIP_일지합,SAJU_RELATIONSHIP_일지합,saju_concept,,saju,SAJU_RELATIONSHIP_일지합 conceptual alias node.
SAJU_RELATION_삼합,SAJU_RELATION_삼합,saju_concept,,saju,SAJU_RELATION_삼합 conceptual alias node.
SAJU_RELATION_충,SAJU_RELATION_충,saju_concept,,saju,SAJU_RELATION_충 conceptual alias node.
SAJU_RELATION_형,SAJU_RELATION_형,saju_concept,,saju,SAJU_RELATION_형 conceptual alias node.
SAJU_RUN_대운,SAJU_RUN_대운,saju_concept,,saju,SAJU_RUN_대운 conceptual alias node.
SAJU_RUN_세운,SAJU_RUN_세운,saju_concept,,saju,SAJU_RUN_세운 conceptual alias node.
SAJU_RUN_월운,SAJU_RUN_월운,saju_concept,,saju,SAJU_RUN_월운 conceptual alias node.
SAJU_RUN_일운,SAJU_RUN_일운,saju_concept,,saju,SAJU_RUN_일운 conceptual alias node.
SAJU_SERVICE_인성생비겁,SAJU_SERVICE_인성생비겁,saju_concept,,saju,SAJU_SERVICE_인성생비겁 conceptual alias node.
SAJU_SHADOW_겁재,SAJU_SHADOW_겁재,saju_concept,,saju,SAJU_SHADOW_겁재 conceptual alias node.
SAJU_SHADOW_편인도식,SAJU_SHADOW_편인도식,saju_concept,,saju,SAJU_SHADOW_편인도식 conceptual alias node.
SAJU_SIBSIN_겁재,SAJU_SIBSIN_겁재,saju_alias,SS_겁재,saju,SAJU_SIBSIN_겁재 alias of SS_겁재.
SAJU_SIBSIN_비견,SAJU_SIBSIN_비견,saju_alias,SS_비견,saju,SAJU_SIBSIN_비견 alias of SS_비견.
SAJU_SIBSIN_상관,SAJU_SIBSIN_상관,saju_alias,SS_상관,saju,SAJU_SIBSIN_상관 alias of SS_상관.
SAJU_SIBSIN_식신,SAJU_SIBSIN_식신,saju_alias,SS_식신,saju,SAJU_SIBSIN_식신 alias of SS_식신.
SAJU_SIBSIN_정관,SAJU_SIBSIN_정관,saju_alias,SS_정관,saju,SAJU_SIBSIN_정관 alias of SS_정관.
SAJU_SIBSIN_정인,SAJU_SIBSIN_정인,saju_alias,SS_정인,saju,SAJU_SIBSIN_정인 alias of SS_정인.
SAJU_SIBSIN_정재,SAJU_SIBSIN_정재,saju_alias,SS_정재,saju,SAJU_SIBSIN_정재 alias of SS_정재.
SAJU_SIBSIN_편관,SAJU_SIBSIN_편관,saju_alias,SS_편관,saju,SAJU_SIBSIN_편관 alias of SS_편관.
SAJU_SIBSIN_편인,SAJU_SIBSIN_편인,saju_alias,SS_편인,saju,SAJU_SIBSIN_편인 alias of SS_편인.
SAJU_SIBSIN_편재,SAJU_SIBSIN_편재,saju_alias,SS_편재,saju,SAJU_SIBSIN_편재 alias of SS_편재.
SAJU_SIPSIN_겁재,SAJU_SIPSIN_겁재,saju_concept,,saju,SAJU_SIPSIN_겁재 conceptual alias node.
SAJU_SIPSIN_비견,SAJU_SIPSIN_비견,saju_concept,,saju,SAJU_SIPSIN_비견 conceptual alias node.
SAJU_SIPSIN_상관,SAJU_SIPSIN_상관,saju_concept,,saju,SAJU_SIPSIN_상관 conceptual alias node.
SAJU_SIPSIN_식신,SAJU_SIPSIN_식신,saju_concept,,saju,SAJU_SIPSIN_식신 conceptual alias node.
SAJU_SIPSIN_정관,SAJU_SIPSIN_정관,saju_concept,,saju,SAJU_SIPSIN_정관 conceptual alias node.
SAJU_SIPSIN_정인,SAJU_SIPSIN_정인,saju_concept,,saju,SAJU_SIPSIN_정인 conceptual alias node.
SAJU_SIPSIN_정재,SAJU_SIPSIN_정재,saju_concept,,saju,SAJU_SIPSIN_정재 conceptual alias node.
SAJU_SIPSIN_편관,SAJU_SIPSIN_편관,saju_concept,,saju,SAJU_SIPSIN_편관 conceptual alias node.
SAJU_SIPSIN_편인,SAJU_SIPSIN_편인,saju_concept,,saju,SAJU_SIPSIN_편인 conceptual alias node.
SAJU_SIPSIN_편재,SAJU_SIPSIN_편재,saju_concept,,saju,SAJU_SIPSIN_편재 conceptual alias node.
SAJU_SPIRIT_화개살,SAJU_SPIRIT_화개살,saju_concept,,saju,SAJU_SPIRIT_화개살 conceptual alias node.
SAJU_STAR_겁살,SAJU_STAR_겁살,saju_concept,,saju,SAJU_STAR_겁살 conceptual alias node.
SAJU_STAR_문창,SAJU_STAR_문창,saju_concept,,saju,SAJU_STAR_문창 conceptual alias node.
